P,V_out,T
24.712,0.005434393882751465,15.605708276237996
24.712,0.00543522834777832,15.605708276237996
24.712,0.005435824394226074,15.605708276237996
24.709,0.005434989929199219,15.815935184126173
24.709,0.005435585975646973,15.815935184126173
24.709,0.005436301231384277,15.815935184126173
24.709,0.005436897277832031,15.815935184126173
24.709,0.00543522834777832,15.815935184126173
24.709,0.005434751510620117,15.815935184126173
24.71,0.005436420440673828,15.23445888130497
24.71,0.005437135696411133,15.23445888130497
24.71,0.0054357051849365234,15.23445888130497
24.71,0.005436420440673828,15.23445888130497
24.71,0.005437493324279785,15.23445888130497
24.71,0.005435824394226074,15.23445888130497
24.708,0.005436062812805176,15.03066377525466
24.708,0.005436539649963379,15.03066377525466
24.708,0.0054367780685424805,15.03066377525466
24.708,0.005436062812805176,15.03066377525466
24.708,0.005437254905700684,15.03066377525466
24.708,0.005437970161437988,15.03066377525466
24.708,0.0054378509521484375,15.039191507705503
24.708,0.005436420440673828,15.039191507705503
24.708,0.005439162254333496,15.039191507705503
24.708,0.005438089370727539,15.039191507705503
24.708,0.005438685417175293,15.039191507705503
24.708,0.005438327789306641,15.039191507705503
24.709,0.005437731742858887,15.109987060972351
24.709,0.005437612533569336,15.109987060972351
24.709,0.005437493324279785,15.109987060972351
24.709,0.005437731742858887,15.109987060972351
24.709,0.005439043045043945,15.109987060972351
24.709,0.005437135696411133,15.109987060972351
24.707,0.005437731742858887,14.654356996665523
24.707,0.005438685417175293,14.654356996665523
24.707,0.0054389238357543945,14.654356996665523
24.707,0.005438327789306641,14.654356996665523
24.707,0.005439162254333496,14.654356996665523
24.707,0.005438685417175293,14.654356996665523
24.704,0.005437970161437988,14.660867441430046
24.704,0.005439043045043945,14.660867441430046
24.704,0.0054395198822021484,14.660867441430046
24.704,0.005438804626464844,14.660867441430046
24.704,0.005439162254333496,14.660867441430046
24.704,0.005438804626464844,14.660867441430046
24.705,0.005439162254333496,14.446217172078548
24.705,0.005438804626464844,14.446217172078548
24.705,0.005439043045043945,14.446217172078548
24.705,0.0054395198822021484,14.446217172078548
24.705,0.0054395198822021484,14.446217172078548
24.705,0.005440115928649902,14.446217172078548
24.707,0.005438804626464844,14.625236719294078
24.707,0.005440235137939453,14.625236719294078
24.707,0.005440950393676758,14.625236719294078
24.707,0.005442261695861816,14.625236719294078
24.707,0.005440354347229004,14.625236719294078
24.707,0.005441904067993164,14.625236719294078
24.704,0.00543975830078125,14.57170397183964
24.704,0.005440235137939453,14.57170397183964
24.704,0.005439639091491699,14.57170397183964
24.704,0.00543975830078125,14.57170397183964
24.704,0.005438685417175293,14.57170397183964
24.704,0.00544130802154541,14.57170397183964
24.703,0.005441069602966309,14.217080941612501
24.703,0.005441546440124512,14.217080941612501
24.703,0.005441069602966309,14.217080941612501
24.703,0.005441546440124512,14.217080941612501
24.703,0.0054427385330200195,14.217080941612501
24.703,0.00544130802154541,14.217080941612501
24.703,0.005442142486572266,14.117274603015503
24.703,0.005442261695861816,14.117274603015503
24.703,0.005441904067993164,14.117274603015503
24.703,0.0054416656494140625,14.117274603015503
24.703,0.005443215370178223,14.117274603015503
24.703,0.005441784858703613,14.117274603015503
24.703,0.005442261695861816,14.017045402087529
24.703,0.005442023277282715,14.017045402087529
24.703,0.0054416656494140625,14.017045402087529
24.703,0.005441784858703613,14.017045402087529
24.703,0.0054416656494140625,14.017045402087529
24.703,0.005440831184387207,14.017045402087529
24.706,0.00544285774230957,13.779221006832728
24.706,0.0054433345794677734,13.779221006832728
24.706,0.005443215370178223,13.779221006832728
24.706,0.00544285774230957,13.779221006832728
24.706,0.005442261695861816,13.779221006832728
24.706,0.005443096160888672,13.779221006832728
24.706,0.005442142486572266,13.779221006832728
24.709,0.0054433345794677734,13.83101682387445
24.709,0.005443930625915527,13.83101682387445
24.709,0.005442261695861816,13.83101682387445
24.709,0.005443215370178223,13.83101682387445
24.709,0.005443930625915527,13.83101682387445
24.709,0.005443215370178223,13.83101682387445
24.708,0.005443453788757324,13.641657026065605
24.708,0.005443692207336426,13.641657026065605
24.708,0.005443692207336426,13.641657026065605
24.708,0.005443692207336426,13.641657026065605
24.708,0.0054427385330200195,13.641657026065605
24.708,0.00544428825378418,13.641657026065605
24.706,0.005443692207336426,13.347614257637618
